block,iters,max_eigenvalue
7,31,6.835870404868582
7,32,6.130712707897834
7,33,13.10769345325108
7,34,9.155758806535784
7,35,4.3108900309083
7,36,6.16390124327564
7,37,2.497444424959891
7,38,2.803462642687076
7,39,7.3200281593983885
7,40,7.272688261515466
8,0,8.052264427026242e-06
8,1,0.013541727787624979
8,2,0.0632958082605727
8,3,5.740064153224038
8,4,4.790361832908797
8,5,5.239746108025559
8,6,5.658091033303853
8,7,4.695003948048839
8,8,5.346594034140743
8,9,6.213471697389194
8,10,6.075510545413183
8,11,2.974696377399664
8,12,2.3961398771890714
8,13,5.1755449894840515
8,14,5.01457698832282
8,15,6.570916013569319
8,16,7.56588684802947
8,17,3.062321369919271
8,18,4.797620241327769
8,19,7.375163940529616
8,20,3.6267834314197533
8,21,4.537779355576102
8,22,4.096660272738569
8,23,1.4401225845181667
8,24,3.7027868690887757
8,25,4.286588388442324
8,26,2.95772452115204
8,27,3.337845028861756
8,28,4.58247684732597
8,29,4.364462281344104
8,30,5.475176857056192
8,31,3.665441290675067
8,32,4.0032313729068605
8,33,5.58618396754126
8,34,7.347249510748012
8,35,4.925340463537707
8,36,3.0802479042336057
8,37,4.945147802865709
8,38,2.9647354270516604
8,39,6.155545044302201
8,40,4.230052531776254
8,41,3.954288329649858
8,42,4.93721665868758
8,43,1.8969663750036545
8,44,7.350480069947959
8,45,4.230820200008588
8,46,3.322044839190957
8,47,3.0758074913341638
8,48,5.362666887005174
8,49,5.3292413773334255
9,0,7.4309965201552575e-06
9,1,0.031044477329604345
9,2,0.9460777556627148
9,3,1.531513112844075
9,4,3.389170306173072
9,5,1.4101694263417655
9,6,2.0203859063564384
9,7,2.686206405866273
9,8,2.872849715242552
9,9,1.5481334334297523
9,10,1.622783369578028
9,11,2.991556884280256
9,12,1.628343343260748
9,13,2.1132127344503746
9,14,0.808008377098393
9,15,2.2220107020446256
9,16,1.8225539484828162
9,17,2.284148109961554
9,18,1.1143128198010923
9,19,1.5253983552156727
9,20,2.368458674366942
9,21,1.761259690821066
9,22,1.3259350577372164
9,23,1.771727601989168
9,24,1.5960457812637043
9,25,2.2294887756411894
9,26,2.8620491835293387
9,27,2.17320738082991
9,28,1.779372521191783
9,29,2.3272476312277983
9,30,2.0846089735712563
9,31,1.755491650853153
9,32,3.2696660255607894
9,33,2.01903026350171
9,34,2.133734565550173
9,35,2.3008899512506757
9,36,2.7210817770879316
9,37,3.7403861955792816
9,38,1.9570479238539351
9,39,2.3251275321417086
9,40,1.2325882423747954
9,41,2.7014892849360637
9,42,1.9891659706855374
9,43,2.2136373723993357
9,44,2.400929684416479
9,45,2.8578054164671896
9,46,1.2135290316065463
9,47,1.585539504528436
9,48,1.2479524921358796
9,49,1.7059044229567448
9,50,3.595314387229015
9,51,0.9910271218221461
9,52,2.2351954307016357
9,53,2.244386571483324
10,0,-6.58155948362801e-06
10,1,0.005273012275124778
10,2,0.03402687320791759
10,3,-0.016903866105519628
10,4,0.08922079378729632
10,5,0.750541129372661
10,6,0.744774115460614
11,0,-2.0783735485769238e-07
11,1,0.00726725396852356
11,2,0.2648983597267498
11,3,0.7374337564057292
11,4,0.5973998377468416
11,5,0.6836323832339145
11,6,0.4732985145766029
11,7,0.22787030099247116
11,8,0.3647986831281383
11,9,0.6607506236421087
11,10,1.0687939480248563
11,11,0.42345124843482757
11,12,0.7220257431314
11,13,0.4133268875373677
11,14,0.3068830936000495
11,15,1.1220333994710505
11,16,0.580916607147099
11,17,0.6251706197071933
11,18,-0.10349787601796162
11,19,0.08348763971883028
11,20,0.26385082360415857
11,21,0.4841778741470067
11,22,-0.06251722703188041
11,23,-0.45269169928441755
11,24,-0.17689285661975984
11,25,0.039707294138896225
11,26,0.596552315601451
11,27,1.0609456913162567
11,28,0.6029043151905433
11,29,1.171329495168237
11,30,0.9348212090337112
11,31,0.7756707543114475
11,32,1.111180137408545
11,33,1.092725853490043
11,34,0.8683476890266855
11,35,0.709547966966126
11,36,0.9494033365580871
11,37,0.9122561884266551
11,38,0.4312515035733439
11,39,0.7143702957033762
11,40,0.8551938312679072
11,41,0.7302833961305695
11,42,0.7610040440948062
11,43,0.9135012849145933
11,44,0.9827183890852952
11,45,1.0442671086018356
11,46,0.5238644659358874
11,47,0.649134109848606
11,48,0.4483747699779037
11,49,0.30962756998621777
11,50,0.030569235019106123
11,51,0.39192447744884096
11,52,0.42562461320370515
11,53,0.33805103500521455
11,54,0.11195438310509187
11,55,-0.6078020367283888
11,56,-0.8888466792306821
11,57,-0.6845991509153946
11,58,-1.115362876452224
11,59,-1.1126199168442927
